"X_Minimum","X_Maximum","Y_Minimum","Y_Maximum","Pixels_Areas","X_Perimeter","Y_Perimeter","Sum_of_Luminosity","Minimum_of_Luminosity","Maximum_of_Luminosity","Length_of_Conveyer","TypeOfSteel_A300","TypeOfSteel_A400","Steel_Plate_Thickness","Edges_Index","Empty_Index","Square_Index","Outside_X_Index","Edges_X_Index","Edges_Y_Index","Outside_Global_Index","LogOfAreas","Log_X_Index","Log_Y_Index","Orientation_Index","Luminosity_Index","SigmoidOfAreas","Pastry","Z_Scratch","K_Scatch","Stains","Dirtiness","Bumps","Other_Faults"
"39","191","2300567","2300643","5957","289","166","637883","48","135","1404","0","1","40","0.0556","0.4843","0.5","0.1083","0.526","0.4578","0","3.775","2.1818","1.8808","-0.5","-0.1634","1.0","0","0","1","0","0","0","0"
"39","186","2311225","2311296","5617","268","152","598575","42","135","1404","0","1","40","0.0556","0.4618","0.483","0.1047","0.5485","0.4671","0","3.7495","2.1673","1.8513","-0.517","-0.1675","1.0","0","0","1","0","0","0","0"
"39","187","2321871","2322028","9582","611","384","1095577","39","140","1404","0","1","40","0.0556","0.5876","0.9427","0.1054","0.2422","0.4089","1","3.9815","2.1703","2.1959","0.0573","-0.1067","1.0","0","0","1","0","0","0","0"
"41","194","2339627","2339797","9183","602","355","1059263","40","141","1404","0","1","40","0.0584","0.6469","0.9","0.109","0.2542","0.4789","1","3.963","2.1847","2.2304","0.1","-0.0988","1.0","0","0","1","0","0","0","0"
"39","195","2357383","2357532","8726","653","398","1001426","41","141","1402","0","1","40","0.0556","0.6246","0.9551","0.1113","0.2389","0.3744","0","3.9408","2.1931","2.1732","-0.0449","-0.1034","1.0","0","0","1","0","0","0","0"
"43","193","2368032","2368203","9892","682","424","1130960","42","140","1402","0","1","40","0.0613","0.6144","0.8772","0.107","0.2199","0.4033","1","3.9953","2.1761","2.233","0.1228","-0.1068","1.0","0","0","1","0","0","0","0"
"39","191","2399992","2400148","8457","636","383","971036","38","141","1400","0","1","40","0.0557","0.6434","0.9744","0.1086","0.239","0.4073","1","3.9272","2.1818","2.1931","0.0256","-0.103","1.0","0","0","1","0","0","0","0"
"93","171","2410724","2410794","2027","255","129","259127","118","141","1402","0","1","40","0.1327","0.6288","0.8974","0.0556","0.3059","0.5426","0","3.3068","1.8921","1.8451","-0.1026","-0.0013","1.0","0","0","1","0","0","0","0"
"41","199","2421293","2421350","5593","239","133","593650","42","127","1402","0","1","40","0.0585","0.379","0.3608","0.1127","0.6611","0.4286","0","3.7476","2.1987","1.7559","-0.6392","-0.1708","1.0","0","0","1","0","0","0","0"
"39","195","2431945","2432111","8709","578","322","996980","47","141","1402","0","1","40","0.0556","0.6637","0.9398","0.1113","0.2699","0.5155","1","3.94","2.1931","2.2201","0.0602","-0.1057","1.0","0","0","1","0","0","0","0"
"39","185","2442600","2442673","5576","235","133","598862","43","135","1400","0","1","40","0.0557","0.4768","0.5","0.1043","0.6213","0.5489","0","3.7463","2.1644","1.8633","-0.5","-0.1609","1.0","0","0","1","0","0","0","0"
"41","185","2460355","2460408","5357","181","90","764","123","134","1402","0","1","40","0.0585","0.2981","0.3681","0.1027","0.7956","0.5889","0","3.7289","2.1584","1.7243","-0.6319","-0.9989","1.0","0","0","1","0","0","0","0"
"41","181","2542022","2542072","4635","226","128","491662","38","127","1400","0","1","40","0.0586","0.3379","0.3571","0.1","0.6195","0.3906","0","3.666","2.1461","1.699","-0.6429","-0.1713","1.0","0","0","1","0","0","0","0"
"39","180","2552670","2552812","8957","588","360","1025103","35","141","1400","0","1","40","0.0557","0.5526","0.993","0.1007","0.2398","0.3944","1","3.9522","2.1492","2.1523","0.007","-0.1059","1.0","0","0","1","0","0","0","0"
"39","181","2563319","2563376","5261","190","107","553974","46","127","1400","0","1","40","0.0557","0.35","0.4014","0.1014","0.7474","0.5327","0","3.7211","2.1523","1.7559","-0.5986","-0.1774","1.0","0","0","1","0","0","0","0"
"39","179","2573973","2574054","5731","325","186","618954","41","135","1400","0","1","40","0.0557","0.4946","0.5786","0.1","0.4308","0.4355","0","3.7582","2.1461","1.9085","-0.4214","-0.1562","1.0","0","0","1","0","0","0","0"
"89","151","2584705","2584775","1909","175","125","245067","120","140","1400","0","1","40","0.1271","0.5601","0.8857","0.0443","0.3543","0.56","1","3.2808","1.7924","1.8451","0.1143","0.0029","1.0","0","0","1","0","0","0","0"
"75","154","2595328","2595429","2791","332","207","353617","114","140","1400","0","1","40","0.1071","0.6502","0.7822","0.0564","0.2379","0.4879","1","3.4458","1.8976","2.0043","0.2178","-0.0102","1.0","0","0","1","0","0","0","0"
"39","175","2605918","2606006","6381","280","166","678752","41","135","1400","0","1","40","0.0557","0.4668","0.6471","0.0971","0.4857","0.5301","0","3.8049","2.1335","1.9445","-0.3529","-0.169","1.0","0","0","1","0","0","0","0"
"39","173","2616577","2616725","8344","558","338","945879","52","141","1400","0","1","40","0.0557","0.5793","0.9054","0.0957","0.2401","0.4379","1","3.9214","2.1271","2.1703","0.0946","-0.1144","1.0","0","0","1","0","0","0","0"
"39","178","2627229","2627391","7998","558","343","889727","49","140","1400","0","1","40","0.0557","0.6448","0.858","0.0993","0.2491","0.4723","1","3.903","2.143","2.2095","0.142","-0.1309","1.0","0","0","1","0","0","0","0"
"39","177","2641432","2641500","5480","230","119","588758","53","135","1400","0","1","40","0.0557","0.416","0.4927","0.0986","0.6","0.5714","0","3.7388","2.1399","1.8325","-0.5073","-0.1606","1.0","0","0","1","0","0","0","0"
"39","187","2662727","2662812","6397","381","216","701931","55","141","1400","0","1","40","0.0557","0.4915","0.5743","0.1057","0.3884","0.3935","0","3.806","2.1703","1.9294","-0.4257","-0.1427","1.0","0","0","1","0","0","0","0"
"39","192","29559","29611","4915","248","153","497404","33","124","1358","0","1","40","0.0574","0.3822","0.3399","0.1127","0.6169","0.3399","0","3.6915","2.1847","1.716","-0.6601","-0.2094","1.0","0","0","1","0","0","0","0"
"39","189","47299","47376","5757","240","136","600689","38","133","1358","0","1","40","0.0574","0.5016","0.5133","0.1105","0.625","0.5662","0","3.7602","2.1761","1.8865","-0.4867","-0.1848","1.0","0","0","1","0","0","0","0"
"39","182","65059","65121","4471","248","116","470165","39","135","1360","0","1","40","0.0573","0.4957","0.4336","0.1051","0.5766","0.5345","0","3.6504","2.1553","1.7924","-0.5664","-0.1785","1.0","0","0","1","0","0","0","0"
"126","165","75758","75777","384","70","42","47481","115","135","1358","0","1","40","0.1856","0.4818","0.4872","0.0287","0.5571","0.4524","0","2.5843","1.5911","1.2787","-0.5128","-0.034","0.9491","0","0","1","0","0","0","0"
"129","157","86408","86427","276","39","26","33858","115","135","1362","0","1","40","0.1894","0.4812","0.6786","0.0206","0.7179","0.7308","0","2.4409","1.4472","1.2787","-0.3214","-0.0416","0.8223","0","0","1","0","0","0","0"
"46","178","104115","104164","4115","179","108","427024","48","127","1360","0","1","40","0.0676","0.3638","0.3712","0.0971","0.7374","0.4537","0","3.6144","2.1206","1.6902","-0.6288","-0.1893","1.0","0","0","1","0","0","0","0"
"43","184","114768","114815","3918","172","88","408392","39","127","1362","0","1","40","0.0631","0.4088","0.3333","0.1035","0.8198","0.5341","0","3.5931","2.1492","1.6721","-0.6667","-0.1857","1.0","0","0","1","0","0","0","0"
"39","181","125418","125467","4223","198","83","439309","38","127","1360","0","1","40","0.0573","0.3931","0.3451","0.1044","0.7172","0.5904","0","3.6256","2.1523","1.6902","-0.6549","-0.1873","1.0","0","0","1","0","0","0","0"
"43","186","143167","143219","4403","215","115","457632","38","126","1360","0","1","40","0.0632","0.4079","0.3636","0.1051","0.6651","0.4522","0","3.6437","2.1553","1.716","-0.6364","-0.188","1.0","0","0","1","0","0","0","0"
"103","161","157419","157529","2463","262","168","312375","116","140","1360","0","1","40","0.1515","0.614","0.5273","0.0426","0.2214","0.6548","1","3.3915","1.7634","2.0414","0.4727","-0.0092","1.0","0","0","1","0","0","0","0"
"50","181","168027","168086","3912","226","105","407966","29","135","1362","0","1","40","0.0734","0.4938","0.4504","0.0962","0.5796","0.5619","0","3.5924","2.1173","1.7708","-0.5496","-0.1853","1.0","0","0","1","0","0","0","0"
"134","156","178723","178731","101","31","21","12531","118","135","1362","0","1","40","0.1968","0.4261","0.3636","0.0161","0.7097","0.381","0","2.0043","1.3424","0.9031","-0.6364","-0.0307","0.3012","0","0","1","0","0","0","0"
"46","178","189330","189384","4130","197","98","432500","37","132","1360","0","1","40","0.0676","0.4206","0.4091","0.0971","0.6701","0.551","0","3.616","2.1206","1.7324","-0.5909","-0.1819","1.0","0","0","1","0","0","0","0"
"41","183","199980","200030","4214","210","116","445047","42","126","1360","0","1","40","0.0603","0.4065","0.3521","0.1044","0.6762","0.431","0","3.6247","2.1523","1.699","-0.6479","-0.1749","1.0","0","0","1","0","0","0","0"
"37","181","210633","210681","4487","219","106","470618","40","127","1360","0","1","40","0.0544","0.3508","0.3333","0.1059","0.6575","0.4528","0","3.652","2.1584","1.6812","-0.6667","-0.1806","1.0","0","0","1","0","0","0","0"
"60","181","239041","239088","3324","157","85","343029","42","125","1360","0","1","40","0.0882","0.4155","0.3884","0.089","0.7707","0.5529","0","3.5217","2.0828","1.6721","-0.6116","-0.1938","1.0","0","0","1","0","0","0","0"
"51","175","249693","249742","3631","179","96","378154","45","125","1362","0","1","40","0.0749","0.4024","0.3952","0.091","0.6927","0.5104","0","3.56","2.0934","1.6902","-0.6048","-0.1864","1.0","0","0","1","0","0","0","0"
"48","174","260349","260396","3661","184","87","380538","43","127","1358","0","1","40","0.0707","0.3818","0.373","0.0928","0.6848","0.5402","0","3.5636","2.1004","1.6721","-0.627","-0.1879","1.0","0","0","1","0","0","0","0"
"47","182","270999","271050","3786","196","102","391378","40","126","1362","0","1","40","0.069","0.4501","0.3778","0.0991","0.6888","0.5","0","3.5782","2.1303","1.7076","-0.6222","-0.1924","1.0","0","0","1","0","0","0","0"
"52","174","281656","281703","3703","187","94","384266","37","126","1362","0","1","40","0.0764","0.3542","0.3853","0.0896","0.6524","0.5","0","3.5686","2.0864","1.6721","-0.6148","-0.1893","1.0","0","0","1","0","0","0","0"
"41","184","299413","299460","3936","182","93","407075","38","124","1362","0","1","40","0.0602","0.4144","0.3287","0.105","0.7857","0.5054","0","3.5951","2.1553","1.6721","-0.6713","-0.192","1.0","0","0","1","0","0","0","0"
"56","173","310065","310112","3287","163","87","342248","50","125","1362","0","1","40","0.0822","0.4022","0.4017","0.0859","0.7178","0.5402","0","3.5168","2.0682","1.6721","-0.5983","-0.1866","1.0","0","0","1","0","0","0","0"
"51","172","320720","320767","3671","175","89","379850","46","124","1360","0","1","40","0.075","0.3545","0.3884","0.089","0.6914","0.5281","0","3.5648","2.0828","1.6721","-0.6116","-0.1916","1.0","0","0","1","0","0","0","0"
"55","174","327823","327870","3437","163","82","354240","45","126","1360","0","1","40","0.0809","0.3855","0.395","0.0875","0.7301","0.5732","0","3.5362","2.0756","1.6721","-0.605","-0.1948","1.0","0","0","1","0","0","0","0"
"39","172","334925","334972","4123","177","90","426267","40","126","1360","0","1","40","0.0573","0.3404","0.3534","0.0978","0.7514","0.5222","0","3.6152","2.1239","1.6721","-0.6466","-0.1923","1.0","0","0","1","0","0","0","0"
"50","181","345580","345626","3666","161","78","379668","43","125","1360","0","1","40","0.0735","0.3916","0.3512","0.0963","0.8137","0.5897","0","3.5642","2.1173","1.6628","-0.6489","-0.1909","1.0","0","0","1","0","0","0","0"
"41","184","356230","356279","4331","178","108","450619","45","126","1360","0","1","40","0.0603","0.3819","0.3427","0.1051","0.8034","0.4537","0","3.6366","2.1553","1.6902","-0.6573","-0.1872","1.0","0","0","1","0","0","0","0"
"43","176","366881","366932","4048","178","96","421512","50","126","1360","0","1","40","0.0632","0.4032","0.3835","0.0978","0.7472","0.5313","0","3.6072","2.1239","1.7076","-0.6165","-0.1865","1.0","0","0","1","0","0","0","0"
"48","177","377537","377585","3985","166","99","413005","41","126","1362","0","1","40","0.0705","0.3564","0.3721","0.0947","0.7771","0.4848","0","3.6004","2.1106","1.6812","-0.6279","-0.1903","1.0","0","0","1","0","0","0","0"
"42","180","388190","388236","4019","191","102","417578","41","125","1360","0","1","40","0.0618","0.3669","0.3333","0.1015","0.7225","0.451","0","3.6041","2.1399","1.6628","-0.6667","-0.1883","1.0","0","0","1","0","0","0","0"
"41","182","398837","398889","4409","191","102","456908","47","125","1362","0","1","40","0.0602","0.3987","0.3688","0.1035","0.7382","0.5098","0","3.6443","2.1492","1.716","-0.6312","-0.1904","1.0","0","0","1","0","0","0","0"
"39","175","409491","409539","3920","166","88","407163","45","125","1360","0","1","40","0.0573","0.3995","0.3529","0.1","0.8193","0.5454","0","3.5933","2.1335","1.6812","-0.6471","-0.1885","1.0","0","0","1","0","0","0","0"
"39","185","420136","420189","5003","196","91","522331","49","126","1360","0","1","40","0.0573","0.3535","0.363","0.1073","0.7449","0.5824","0","3.6992","2.1644","1.7243","-0.637","-0.1843","1.0","0","0","1","0","0","0","0"
"41","198","430771","430836","6376","200","110","659058","54","127","1360","0","1","40","0.0603","0.3752","0.414","0.1154","0.785","0.5909","0","3.8045","2.1959","1.8129","-0.586","-0.1925","1.0","0","0","1","0","0","0","0"
"39","196","441418","441483","6213","210","123","649441","55","124","1356","0","1","40","0.0575","0.3912","0.414","0.1158","0.7476","0.5285","0","3.7933","2.1959","1.8129","-0.586","-0.1834","1.0","0","0","1","0","0","0","0"
"41","194","452068","452142","6170","228","137","645016","51","134","1358","0","1","40","0.0604","0.455","0.4837","0.1127","0.6711","0.5401","0","3.7903","2.1847","1.8692","-0.5163","-0.1833","1.0","0","0","1","0","0","0","0"
"41","190","462709","462786","6232","250","130","648220","48","133","1356","0","1","40","0.0605","0.4568","0.5168","0.1099","0.596","0.5923","0","3.7946","2.1732","1.8865","-0.4832","-0.1874","1.0","0","0","1","0","0","0","0"
"121","159","473414","473430","229","51","31","28034","116","135","1358","0","1","40","0.1782","0.6234","0.4211","0.028","0.7451","0.5161","0","2.3598","1.5798","1.2041","-0.5789","-0.0436","0.8848","0","0","1","0","0","0","0"
"39","194","498190","498252","5877","211","110","612067","47","126","1358","0","1","40","0.0574","0.3884","0.4","0.1141","0.7346","0.5636","0","3.7692","2.1903","1.7924","-0.6","-0.1864","1.0","0","0","1","0","0","0","0"
"41","190","508837","508896","5702","216","119","591835","45","126","1356","0","1","40","0.0605","0.3514","0.396","0.1099","0.6898","0.4958","0","3.756","2.1732","1.7708","-0.604","-0.1891","1.0","0","0","1","0","0","0","0"
"39","193","519483","519540","5852","205","117","608466","42","126","1356","0","1","40","0.0575","0.3333","0.3701","0.1136","0.7512","0.4872","0","3.7673","2.1875","1.7559","-0.6299","-0.1877","1.0","0","0","1","0","0","0","0"
"127","166","533732","533745","207","40","23","25309","115","134","1356","0","1","40","0.1873","0.5917","0.3333","0.0288","0.975","0.5652","0","2.316","1.5911","1.1139","-0.6667","-0.0448","0.7966","0","0","1","0","0","0","0"
"126","163","544375","544389","200","50","30","24389","114","134","1358","0","1","40","0.1856","0.6139","0.3784","0.0272","0.74","0.4667","0","2.301","1.5682","1.1461","-0.6216","-0.0473","0.8082","0","0","1","0","0","0","0"
"39","195","554961","555021","5970","188","118","618937","43","125","1356","0","1","40","0.0575","0.3622","0.3846","0.115","0.8298","0.5085","0","3.776","2.1931","1.7781","-0.6154","-0.19","1.0","0","0","1","0","0","0","0"
"41","196","579795","579857","6057","209","138","627913","39","126","1358","0","1","40","0.0604","0.3697","0.4","0.1141","0.7416","0.4493","0","3.7823","2.1903","1.7924","-0.6","-0.1901","1.0","0","0","1","0","0","0","0"
"39","196","590440","590503","6143","198","119","637317","45","125","1358","0","1","40","0.0574","0.3789","0.4013","0.1156","0.7929","0.5294","0","3.7884","2.1959","1.7993","-0.5987","-0.1895","1.0","0","0","1","0","0","0","0"
"39","195","601086","601148","5786","202","106","600867","41","124","1358","0","1","40","0.0574","0.4018","0.3974","0.1149","0.7723","0.5849","0","3.7624","2.1931","1.7924","-0.6026","-0.1887","1.0","0","0","1","0","0","0","0"
"39","190","611732","611792","5941","207","117","618605","45","126","1356","0","1","40","0.0575","0.3443","0.3974","0.1114","0.7295","0.5128","0","3.7739","2.179","1.7781","-0.6026","-0.1865","1.0","0","0","1","0","0","0","0"
"41","198","622372","622437","6277","192","109","651641","43","125","1358","0","1","40","0.0604","0.3849","0.414","0.1156","0.8177","0.5963","0","3.7977","2.1959","1.8129","-0.586","-0.189","1.0","0","0","1","0","0","0","0"
"41","198","633023","633082","6008","200","112","622760","45","125","1360","0","1","40","0.0603","0.3514","0.3758","0.1154","0.785","0.5268","0","3.7787","2.1959","1.7708","-0.6242","-0.1902","1.0","0","0","1","0","0","0","0"
"39","194","643657","643725","6293","216","124","647587","47","124","1356","0","1","40","0.0575","0.4029","0.4387","0.1143","0.7176","0.5484","0","3.7989","2.1903","1.8325","-0.5613","-0.1961","1.0","0","0","1","0","0","0","0"
"43","198","686245","686304","6227","205","117","644765","38","124","1358","0","1","40","0.0633","0.3191","0.3807","0.1141","0.7561","0.5043","0","3.7943","2.1903","1.7708","-0.6194","-0.1911","1.0","0","0","1","0","0","0","0"
"43","200","696884","696948","6059","206","129","626256","45","125","1358","0","1","40","0.0633","0.397","0.4076","0.1156","0.7621","0.4961","0","3.7824","2.1959","1.8062","-0.5924","-0.1925","1.0","0","0","1","0","0","0","0"
"39","193","707526","707593","6117","182","113","637707","49","127","1358","0","1","40","0.0574","0.4072","0.4351","0.1134","0.8461","0.5929","0","3.7865","2.1875","1.8261","-0.5649","-0.1855","1.0","0","0","1","0","0","0","0"
"39","200","718174","718237","6181","209","117","638448","44","127","1356","0","1","40","0.0575","0.3906","0.3913","0.1187","0.7703","0.5385","0","3.7911","2.2068","1.7993","-0.6087","-0.193","1.0","0","0","1","0","0","0","0"
"96","172","728912","728995","2406","231","168","301138","116","140","1358","0","1","40","0.1414","0.6186","0.9157","0.056","0.329","0.494","1","3.3813","1.8808","1.9191","0.0843","-0.0222","1.0","0","0","1","0","0","0","0"
"41","194","743010","743076","5695","211","136","588714","40","126","1358","0","1","40","0.0604","0.436","0.4314","0.1127","0.7251","0.4853","0","3.7555","2.1847","1.8195","-0.5686","-0.1924","1.0","0","0","1","0","0","0","0"
"98","166","775041","775118","2148","269","164","266914","113","135","1358","0","1","40","0.1443","0.5898","0.8831","0.0501","0.2528","0.4695","1","3.332","1.8325","1.8865","0.1169","-0.0292","1.0","0","0","1","0","0","0","0"
"39","190","799788","799848","5817","212","131","598890","49","124","1358","0","1","40","0.0574","0.358","0.3974","0.1112","0.7123","0.458","0","3.7647","2.179","1.7781","-0.6026","-0.1957","1.0","0","0","1","0","0","0","0"
"104","171","899231","899307","1961","220","142","246168","115","135","1356","0","1","40","0.1534","0.6149","0.8816","0.0494","0.3045","0.5352","1","3.2925","1.8261","1.8808","0.1184","-0.0193","1.0","0","0","1","0","0","0","0"
"100","175","909876","909953","1923","227","139","241083","116","140","1356","0","1","40","0.1475","0.667","0.974","0.0553","0.3304","0.554","1","3.284","1.8751","1.8865","0.026","-0.0206","1.0","0","0","1","0","0","0","0"
"41","202","920427","920489","5993","214","130","589956","132","132","1358","0","1","40","0.0604","0.3996","0.3851","0.1186","0.7523","0.4769","0","3.7776","2.2068","1.7924","-0.6149","-0.2309","1.0","0","0","1","0","0","0","0"
"39","196","931074","931135","5885","249","136","610139","40","127","1358","0","1","40","0.0574","0.3855","0.3885","0.1156","0.6305","0.4485","0","3.7698","2.1959","1.7853","-0.6115","-0.19","1.0","0","0","1","0","0","0","0"
"93","172","938265","938349","2108","317","184","263590","115","135","1358","0","1","40","0.137","0.6823","0.9405","0.0582","0.2492","0.4565","1","3.3239","1.8976","1.9243","0.0595","-0.0231","1.0","0","0","1","0","0","0","0"
"41","214","1413654","1413720","6357","257","129","658914","41","124","1358","0","1","40","0.0604","0.4433","0.3815","0.1274","0.6732","0.5116","0","3.8033","2.238","1.8195","-0.6185","-0.1902","1.0","0","0","1","0","0","0","0"
"41","214","1424299","1424367","6404","231","125","660910","38","124","1358","0","1","40","0.0604","0.4556","0.3931","0.1274","0.7489","0.544","0","3.8064","2.238","1.8325","-0.6069","-0.1937","1.0","0","0","1","0","0","0","0"
"39","209","1434944","1435012","6676","240","128","688430","37","125","1356","0","1","40","0.0575","0.4225","0.4","0.1254","0.7083","0.5313","0","3.8245","2.2304","1.8325","-0.6","-0.1944","1.0","0","0","1","0","0","0","0"
"41","210","1445593","1445656","6294","262","153","656298","45","125","1358","0","1","40","0.0604","0.4089","0.3728","0.1244","0.645","0.4118","0","3.7989","2.2279","1.7993","-0.6272","-0.1854","1.0","0","0","1","0","0","0","0"
"39","210","1463330","1463399","6399","229","124","659350","39","119","1356","0","1","40","0.0575","0.4577","0.4035","0.1261","0.7467","0.5565","0","3.8061","2.233","1.8389","-0.5965","-0.195","1.0","0","0","1","0","0","0","0"
"41","218","1473977","1474044","7017","274","156","723789","36","125","1358","0","1","40","0.0604","0.4083","0.3785","0.1303","0.646","0.4295","0","3.8461","2.248","1.8261","-0.6215","-0.1942","1.0","0","0","1","0","0","0","0"
"41","211","1484624","1484688","6337","344","174","654684","41","127","1358","0","1","40","0.0604","0.4176","0.3765","0.1252","0.4942","0.3678","0","3.8019","2.2304","1.8062","-0.6235","-0.1929","1.0","0","0","1","0","0","0","0"
"39","218","1495267","1495336","7250","268","141","746545","40","119","1356","0","1","40","0.0575","0.413","0.3855","0.132","0.6679","0.4894","0","3.8603","2.2529","1.8389","-0.6145","-0.1955","1.0","0","0","1","0","0","0","0"
"41","212","1505915","1505982","6494","315","145","671353","38","127","1356","0","1","40","0.0605","0.4332","0.3918","0.1261","0.5429","0.4621","0","3.8125","2.233","1.8261","-0.6082","-0.1923","1.0","0","0","1","0","0","0","0"
"39","219","1516553","1516628","6999","285","165","732196","43","126","1358","0","1","40","0.0574","0.4816","0.4167","0.1326","0.6316","0.4545","0","3.845","2.2553","1.8751","-0.5833","-0.1827","1.0","0","0","1","0","0","0","0"
"39","214","1527208","1527274","6661","247","133","686124","41","133","1356","0","1","40","0.0575","0.4233","0.3771","0.1291","0.7085","0.4962","0","3.8235","2.243","1.8195","-0.6229","-0.1953","1.0","0","0","1","0","0","0","0"
"109","189","1541496","1541574","1834","242","128","227896","114","135","1358","0","1","40","0.1605","0.7061","0.975","0.0589","0.3306","0.6094","0","3.2634","1.9031","1.8921","-0.025","-0.0292","1.0","0","0","1","0","0","0","0"
"41","216","1555596","1555663","6562","255","125","677554","36","125","1358","0","1","40","0.0604","0.4403","0.3829","0.1289","0.6863","0.536","0","3.817","2.243","1.8261","-0.6171","-0.1933","1.0","0","0","1","0","0","0","0"
"37","213","1566243","1566309","6210","293","153","645839","38","124","1356","0","1","40","0.0546","0.4654","0.375","0.1298","0.6007","0.4314","0","3.7931","2.2455","1.8195","-0.625","-0.1875","1.0","0","0","1","0","0","0","0"
"41","214","1576890","1576955","6353","260","120","657020","37","125","1358","0","1","40","0.0604","0.435","0.3757","0.1274","0.6654","0.5417","0","3.803","2.238","1.8129","-0.6243","-0.192","1.0","0","0","1","0","0","0","0"
"41","212","1587535","1587602","6017","261","143","612746","38","119","1356","0","1","40","0.0605","0.4748","0.3918","0.1261","0.6552","0.4685","0","3.7794","2.233","1.8261","-0.6082","-0.2044","1.0","0","0","1","0","0","0","0"
"39","215","1601728","1601796","6430","276","127","669161","46","126","1358","0","1","40","0.0574","0.4627","0.3864","0.1296","0.6377","0.5354","0","3.8082","2.2455","1.8325","-0.6136","-0.187","1.0","0","0","1","0","0","0","0"
"41","216","1615921","1615991","6276","279","154","647595","43","119","1356","0","1","40","0.0605","0.4877","0.4","0.1291","0.6272","0.4545","0","3.7977","2.243","1.8451","-0.6","-0.1939","1.0","0","0","1","0","0","0","0"
"41","211","1626575","1626636","5706","266","139","590664","43","124","1356","0","1","40","0.0605","0.4498","0.3588","0.1254","0.6391","0.4388","0","3.7563","2.2304","1.7853","-0.6412","-0.1913","1.0","0","0","1","0","0","0","0"
"41","213","1637218","1637282","6206","257","128","641502","39","127","1356","0","1","40","0.0605","0.4362","0.3721","0.1268","0.6693","0.5","0","3.7928","2.2355","1.8062","-0.6279","-0.1924","1.0","0","0","1","0","0","0","0"
"41","216","1647865","1647927","6501","257","115","672664","43","125","1356","0","1","40","0.0605","0.4008","0.3543","0.1291","0.6809","0.5391","0","3.813","2.243","1.7924","-0.6457","-0.1916","1.0","0","0","1","0","0","0","0"
"39","218","1658501","1658584","6828","297","152","705056","42","127","1358","0","1","40","0.0574","0.5404","0.4637","0.1318","0.6027","0.5461","0","3.8343","2.2529","1.9191","-0.5363","-0.1933","1.0","0","0","1","0","0","0","0"
"41","216","1669152","1669220","6422","278","138","670952","43","126","1358","0","1","40","0.0604","0.4603","0.3886","0.1289","0.6295","0.4927","0","3.8077","2.243","1.8325","-0.6114","-0.1838","1.0","0","0","1","0","0","0","0"
"41","220","1679793","1679864","6519","331","159","674120","41","124","1356","0","1","40","0.0605","0.4871","0.3966","0.132","0.5408","0.4465","0","3.8142","2.2529","1.8513","-0.6033","-0.1921","1.0","0","0","1","0","0","0","0"
"39","216","1693992","1694059","6679","288","156","691010","36","124","1358","0","1","40","0.0574","0.4368","0.3785","0.1303","0.6146","0.4295","0","3.8247","2.248","1.8261","-0.6215","-0.1917","1.0","0","0","1","0","0","0","0"
"41","219","1704636","1704704","6625","351","173","686356","42","124","1358","0","1","40","0.0604","0.4527","0.382","0.1311","0.5071","0.3931","0","3.8212","2.2504","1.8325","-0.618","-0.1906","1.0","0","0","1","0","0","0","0"
"39","212","1715280","1715348","6596","316","170","685447","44","124","1358","0","1","40","0.0574","0.4393","0.3931","0.1274","0.5475","0.4","0","3.8193","2.238","1.8325","-0.6069","-0.1881","1.0","0","0","1","0","0","0","0"
"190","192","1729556","1729557","2","2","1","255","126","133","1356","0","1","40","0.2802","0","0.5","0.0015","1","1","0","0.301","0.301","0","-0.5","-0.0039","0.119","0","0","1","0","0","0","0"
"41","214","1740121","1740188","6855","238","142","701946","38","124","1358","0","1","40","0.0604","0.4086","0.3873","0.1274","0.7269","0.4718","0","3.836","2.238","1.8261","-0.6127","-0.2","1.0","0","0","1","0","0","0","0"
"39","218","1750768","1750835","6543","279","160","679238","39","125","1358","0","1","40","0.0574","0.4544","0.3743","0.1318","0.6416","0.4187","0","3.8158","2.2529","1.8261","-0.6257","-0.189","1.0","0","0","1","0","0","0","0"
"43","218","1761412","1761480","6776","259","133","700391","37","124","1358","0","1","40","0.0633","0.4306","0.3886","0.1289","0.6757","0.5113","0","3.831","2.243","1.8325","-0.6114","-0.1925","1.0","0","0","1","0","0","0","0"
"41","214","1775604","1775675","6686","273","132","687345","36","124","1356","0","1","40","0.0605","0.4557","0.4104","0.1276","0.6337","0.5379","0","3.8252","2.238","1.8513","-0.5896","-0.1969","1.0","0","0","1","0","0","0","0"
"41","209","1786253","1786320","6662","266","131","685894","41","124","1358","0","1","40","0.0604","0.4081","0.3988","0.1237","0.6316","0.5114","0","3.8236","2.2253","1.8261","-0.6012","-0.1956","1.0","0","0","1","0","0","0","0"
"39","217","1803992","1804079","6816","333","162","699635","36","126","1358","0","1","40","0.0574","0.5599","0.4888","0.1311","0.5345","0.537","0","3.8335","2.2504","1.9395","-0.5112","-0.1981","1.0","0","0","1","0","0","0","0"
"39","212","1814642","1814708","6525","278","134","674367","38","124","1358","0","1","40","0.0574","0.4285","0.3815","0.1274","0.6223","0.4925","0","3.8146","2.238","1.8195","-0.6185","-0.1926","1.0","0","0","1","0","0","0","0"
